#
# CITPC私用文字マッピングテーブル
#
# 更新履歴
#  2015-07-21 Ver1.0
#   初版
#  2018-05-31 Ver2.0
#   MJ文字情報一覧表Ver.005.01を参照し72文字のMJ文字図形名とその暫定私用コードを追加
#   MJ文字情報一覧表Ver.005.02を参照し2文字のMJ文字図形名とその暫定私用コードを追加
#
# MJ文字図形名	暫定私用コード
MJ057377	U+103A3E
MJ057378	U+103A3F
MJ057384	U+103A40
MJ057386	U+103A41
MJ057387	U+103A42
MJ057388	U+103A43
MJ057389	U+103A44
MJ057390	U+103A45
MJ057391	U+103A46
MJ057394	U+103A47
MJ057397	U+103A48
MJ057398	U+103A49
MJ057399	U+103A4A
MJ057400	U+103A4B
MJ057401	U+103A4C
MJ057402	U+103A4D
MJ057403	U+103A4E
MJ057404	U+103A4F
MJ057405	U+103A50
MJ057406	U+103A51
MJ057407	U+103A52
MJ057408	U+103A53
MJ057409	U+103A54
MJ057412	U+103A55
MJ057414	U+103A56
MJ057415	U+103A57
MJ057416	U+103A58
MJ057418	U+103A59
MJ057419	U+103A5A
MJ057420	U+103A5B
MJ057421	U+103A5C
MJ057422	U+103A5D
MJ057423	U+103A5E
MJ057424	U+103A5F
MJ057425	U+103A60
MJ057426	U+103A61
MJ057427	U+103A62
MJ057430	U+103A63
MJ057431	U+103A64
MJ057432	U+103A65
MJ057433	U+103A66
MJ057434	U+103A67
MJ057435	U+103A68
MJ057436	U+103A69
MJ057437	U+103A6A
MJ057438	U+103A6B
MJ057439	U+103A6C
MJ057440	U+103A6D
MJ057441	U+103A6E
MJ057442	U+103A6F
MJ057443	U+103A70
MJ057444	U+103A71
MJ057445	U+103A72
MJ057446	U+103A73
MJ057447	U+103A74
MJ057448	U+103A75
MJ057449	U+103A76
MJ057450	U+103A77
MJ057451	U+103A78
MJ057452	U+103A79
MJ057453	U+103A7A
MJ057454	U+103A7B
MJ057455	U+103A7C
MJ057456	U+103A7D
MJ057457	U+103A7E
MJ057458	U+103A7F
MJ057459	U+103A80
MJ057460	U+103A81
MJ057463	U+103A82
MJ057464	U+103A83
MJ057466	U+103A84
MJ057467	U+103A85
MJ057468	U+103A86
MJ057469	U+103A87
MJ057470	U+103A88
MJ057472	U+103A89
MJ057474	U+103A8A
MJ057475	U+103A8B
MJ057476	U+103A8C
MJ057477	U+103A8D
MJ057478	U+103A8E
MJ057479	U+103A8F
MJ057480	U+103A90
MJ057482	U+103A91
MJ057483	U+103A92
MJ057485	U+103A93
MJ057487	U+103A94
MJ057488	U+103A95
MJ057489	U+103A96
MJ057490	U+103A97
MJ057491	U+103A98
MJ057492	U+103A99
MJ057493	U+103A9A
MJ057497	U+103A9B
MJ057498	U+103A9C
MJ057499	U+103A9D
MJ057500	U+103A9E
MJ057501	U+103A9F
MJ057504	U+103AA0
MJ057505	U+103AA1
MJ057506	U+103AA2
MJ057507	U+103AA3
MJ057512	U+103AA4
MJ057513	U+103AA5
MJ057514	U+103AA6
MJ057515	U+103AA7
MJ057516	U+103AA8
MJ057518	U+103AA9
MJ057519	U+103AAA
MJ057520	U+103AAB
MJ057522	U+103AAC
MJ057523	U+103AAD
MJ057524	U+103AAE
MJ057525	U+103AAF
MJ057526	U+103AB0
MJ057527	U+103AB1
MJ057528	U+103AB2
MJ057530	U+103AB3
MJ057531	U+103AB4
MJ057535	U+103AB5
MJ057536	U+103AB6
MJ057537	U+103AB7
MJ057538	U+103AB8
MJ057539	U+103AB9
MJ057540	U+103ABA
MJ057541	U+103ABB
MJ057542	U+103ABC
MJ057543	U+103ABD
MJ057545	U+103ABE
MJ057546	U+103ABF
MJ057547	U+103AC0
MJ057548	U+103AC1
MJ057550	U+103AC2
MJ057552	U+103AC3
MJ057553	U+103AC4
MJ057554	U+103AC5
MJ057556	U+103AC6
MJ057561	U+103AC7
MJ057562	U+103AC8
MJ057563	U+103AC9
MJ057564	U+103ACA
MJ057566	U+103ACB
MJ057567	U+103ACC
MJ057568	U+103ACD
MJ057570	U+103ACE
MJ057573	U+103ACF
MJ057575	U+103AD0
MJ057578	U+103AD1
MJ057580	U+103AD2
MJ057581	U+103AD3
MJ057582	U+103AD4
MJ057583	U+103AD5
MJ057585	U+103AD6
MJ057586	U+103AD7
MJ057588	U+103AD8
MJ057589	U+103AD9
MJ057590	U+103ADA
MJ057591	U+103ADB
MJ057593	U+103ADC
MJ057594	U+103ADD
MJ057595	U+103ADE
MJ057596	U+103ADF
MJ057598	U+103AE0
MJ057600	U+103AE1
MJ057601	U+103AE2
MJ057602	U+103AE3
MJ057603	U+103AE4
MJ057604	U+103AE5
MJ057605	U+103AE6
MJ057606	U+103AE7
MJ057607	U+103AE8
MJ057608	U+103AE9
MJ057609	U+103AEA
MJ057612	U+103AEB
MJ057613	U+103AEC
MJ057615	U+103AED
MJ057616	U+103AEE
MJ057618	U+103AEF
MJ057620	U+103AF0
MJ057621	U+103AF1
MJ057624	U+103AF2
MJ057625	U+103AF3
MJ057626	U+103AF4
MJ057627	U+103AF5
MJ057630	U+103AF6
MJ057631	U+103AF7
MJ057632	U+103AF8
MJ057633	U+103AF9
MJ057634	U+103AFA
MJ057636	U+103AFB
MJ057637	U+103AFC
MJ057638	U+103AFD
MJ057639	U+103AFE
MJ057640	U+103AFF
MJ057642	U+103B00
MJ057643	U+103B01
MJ057646	U+103B02
MJ057647	U+103B03
MJ057648	U+103B04
MJ057649	U+103B05
MJ057650	U+103B06
MJ057652	U+103B07
MJ057654	U+103B08
MJ057658	U+103B09
MJ057659	U+103B0A
MJ057660	U+103B0B
MJ057661	U+103B0C
MJ057665	U+103B0D
MJ057666	U+103B0E
MJ057667	U+103B0F
MJ057668	U+103B10
MJ057669	U+103B11
MJ057670	U+103B12
MJ057672	U+103B13
MJ057673	U+103B14
MJ057674	U+103B15
MJ057675	U+103B16
MJ057676	U+103B17
MJ057678	U+103B18
MJ057680	U+103B19
MJ057683	U+103B1A
MJ057685	U+103B1B
MJ057690	U+103B1C
MJ057691	U+103B1D
MJ057693	U+103B1E
MJ057704	U+103B1F
MJ057711	U+103B20
MJ057714	U+103B21
MJ057715	U+103B22
MJ057716	U+103B23
MJ057717	U+103B24
MJ057718	U+103B25
MJ057724	U+103B26
MJ057726	U+103B27
MJ057728	U+103B28
MJ057730	U+103B29
MJ057737	U+103B2A
MJ057738	U+103B2B
MJ057739	U+103B2C
MJ057740	U+103B2D
MJ057741	U+103B2E
MJ057747	U+103B2F
MJ057751	U+103B30
MJ057753	U+103B31
MJ057754	U+103B32
MJ057755	U+103B33
MJ057756	U+103B34
MJ057766	U+103B35
MJ057767	U+103B36
MJ057769	U+103B37
MJ057770	U+103B38
MJ057771	U+103B39
MJ057773	U+103B3A
MJ057782	U+103B3B
MJ057784	U+103B3C
MJ057785	U+103B3D
MJ057786	U+103B3E
MJ057788	U+103B3F
MJ057789	U+103B40
MJ057791	U+103B41
MJ057792	U+103B42
MJ057794	U+103B43
MJ057810	U+103B44
MJ057812	U+103B45
MJ057815	U+103B46
MJ057816	U+103B47
MJ057817	U+103B48
MJ057831	U+103B49
MJ057832	U+103B4A
MJ057838	U+103B4B
MJ057840	U+103B4C
MJ057842	U+103B4D
MJ057846	U+103B4E
MJ057852	U+103B4F
MJ057854	U+103B50
MJ057856	U+103B51
MJ057863	U+103B52
MJ057870	U+103B53
MJ057872	U+103B54
MJ057875	U+103B55
MJ057876	U+103B56
MJ057877	U+103B57
MJ057878	U+103B58
MJ057879	U+103B59
MJ057880	U+103B5A
MJ057881	U+103B5B
MJ057882	U+103B5C
MJ057883	U+103B5D
MJ057884	U+103B5E
MJ057885	U+103B5F
MJ057886	U+103B60
MJ057887	U+103B61
MJ057888	U+103B62
MJ057889	U+103B63
MJ057890	U+103B64
MJ057891	U+103B65
MJ057893	U+103B66
MJ057894	U+103B67
MJ057895	U+103B68
MJ057896	U+103B69
MJ057897	U+103B6A
MJ057898	U+103B6B
MJ057899	U+103B6C
MJ057900	U+103B6D
MJ057901	U+103B6E
MJ057902	U+103B6F
MJ057903	U+103B70
MJ057904	U+103B71
MJ057905	U+103B72
MJ057907	U+103B73
MJ057908	U+103B74
MJ057909	U+103B75
MJ057911	U+103B76
MJ057912	U+103B77
MJ057916	U+103B78
MJ057918	U+103B79
MJ057919	U+103B7A
MJ057920	U+103B7B
MJ057921	U+103B7C
MJ057924	U+103B7D
MJ057926	U+103B7E
MJ057927	U+103B7F
MJ057928	U+103B80
MJ057929	U+103B81
MJ057930	U+103B82
MJ057931	U+103B83
MJ057935	U+103B84
MJ057936	U+103B85
MJ057938	U+103B86
MJ057939	U+103B87
MJ057940	U+103B88
MJ057941	U+103B89
MJ057942	U+103B8A
MJ057943	U+103B8B
MJ057944	U+103B8C
MJ057946	U+103B8D
MJ057947	U+103B8E
MJ057948	U+103B8F
MJ057949	U+103B90
MJ057950	U+103B91
MJ057951	U+103B92
MJ057952	U+103B93
MJ057954	U+103B94
MJ057955	U+103B95
MJ057956	U+103B96
MJ057957	U+103B97
MJ057960	U+103B98
MJ057962	U+103B99
MJ057963	U+103B9A
MJ057964	U+103B9B
MJ057968	U+103B9C
MJ057969	U+103B9D
MJ057972	U+103B9E
MJ057974	U+103B9F
MJ057975	U+103BA0
MJ057976	U+103BA1
MJ057978	U+103BA2
MJ057980	U+103BA3
MJ057981	U+103BA4
MJ057982	U+103BA5
MJ057985	U+103BA6
MJ057987	U+103BA7
MJ057988	U+103BA8
MJ057991	U+103BA9
MJ057994	U+103BAA
MJ057995	U+103BAB
MJ057996	U+103BAC
MJ057997	U+103BAD
MJ057998	U+103BAE
MJ057999	U+103BAF
MJ058000	U+103BB0
MJ058001	U+103BB1
MJ058002	U+103BB2
MJ058003	U+103BB3
MJ058005	U+103BB4
MJ058006	U+103BB5
MJ058007	U+103BB6
MJ058010	U+103BB7
MJ058011	U+103BB8
MJ058012	U+103BB9
MJ058015	U+103BBA
MJ058016	U+103BBB
MJ058019	U+103BBC
MJ058021	U+103BBD
MJ058022	U+103BBE
MJ058024	U+103BBF
MJ058026	U+103BC0
MJ058027	U+103BC1
MJ058028	U+103BC2
MJ058029	U+103BC3
MJ058030	U+103BC4
MJ058033	U+103BC5
MJ058034	U+103BC6
MJ058036	U+103BC7
MJ058041	U+103BC8
MJ058043	U+103BC9
MJ058045	U+103BCA
MJ058047	U+103BCB
MJ058048	U+103BCC
MJ058049	U+103BCD
MJ058052	U+103BCE
MJ058055	U+103BCF
MJ058056	U+103BD0
MJ058057	U+103BD1
MJ058058	U+103BD2
MJ058066	U+103BD3
MJ058071	U+103BD4
MJ058072	U+103BD5
MJ058074	U+103BD6
MJ058075	U+103BD7
MJ058077	U+103BD8
MJ058078	U+103BD9
MJ058080	U+103BDA
MJ058081	U+103BDB
MJ058082	U+103BDC
MJ058085	U+103BDD
MJ058087	U+103BDE
MJ058089	U+103BDF
MJ058090	U+103BE0
MJ058091	U+103BE1
MJ058092	U+103BE2
MJ058093	U+103BE3
MJ058094	U+103BE4
MJ058096	U+103BE5
MJ058097	U+103BE6
MJ058099	U+103BE7
MJ058103	U+103BE8
MJ058104	U+103BE9
MJ058105	U+103BEA
MJ058106	U+103BEB
MJ058107	U+103BEC
MJ058108	U+103BED
MJ058109	U+103BEE
MJ058112	U+103BEF
MJ058113	U+103BF0
MJ058114	U+103BF1
MJ058115	U+103BF2
MJ058116	U+103BF3
MJ058117	U+103BF4
MJ058119	U+103BF5
MJ058120	U+103BF6
MJ058122	U+103BF7
MJ058123	U+103BF8
MJ058126	U+103BF9
MJ058127	U+103BFA
MJ058128	U+103BFB
MJ058129	U+103BFC
MJ058130	U+103BFD
MJ058131	U+103BFE
MJ058132	U+103BFF
MJ058133	U+103C00
MJ058134	U+103C01
MJ058135	U+103C02
MJ058136	U+103C03
MJ058137	U+103C04
MJ058139	U+103C05
MJ058141	U+103C06
MJ058143	U+103C07
MJ058144	U+103C08
MJ058145	U+103C09
MJ058147	U+103C0A
MJ058148	U+103C0B
MJ058149	U+103C0C
MJ058150	U+103C0D
MJ058151	U+103C0E
MJ058152	U+103C0F
MJ058154	U+103C10
MJ058155	U+103C11
MJ058159	U+103C12
MJ058161	U+103C13
MJ058162	U+103C14
MJ058163	U+103C15
MJ058166	U+103C16
MJ058167	U+103C17
MJ058168	U+103C18
MJ058169	U+103C19
MJ058172	U+103C1A
MJ058176	U+103C1B
MJ058179	U+103C1C
MJ058180	U+103C1D
MJ058181	U+103C1E
MJ058183	U+103C1F
MJ058187	U+103C20
MJ058188	U+103C21
MJ058190	U+103C22
MJ058191	U+103C23
MJ058192	U+103C24
MJ058193	U+103C25
MJ058197	U+103C26
MJ058198	U+103C27
MJ058200	U+103C28
MJ058201	U+103C29
MJ058203	U+103C2A
MJ058205	U+103C2B
MJ058206	U+103C2C
MJ058209	U+103C2D
MJ058212	U+103C2E
MJ058213	U+103C2F
MJ058214	U+103C30
MJ058215	U+103C31
MJ058218	U+103C32
MJ058219	U+103C33
MJ058222	U+103C34
MJ058223	U+103C35
MJ058230	U+103C36
MJ058231	U+103C37
MJ058232	U+103C38
MJ058233	U+103C39
MJ058236	U+103C3A
MJ058237	U+103C3B
MJ058239	U+103C3C
MJ058240	U+103C3D
MJ058241	U+103C3E
MJ058242	U+103C3F
MJ058249	U+103C40
MJ058250	U+103C41
MJ058251	U+103C42
MJ058253	U+103C43
MJ058258	U+103C44
MJ058259	U+103C45
MJ058261	U+103C46
MJ058264	U+103C47
MJ058266	U+103C48
MJ058267	U+103C49
MJ058270	U+103C4A
MJ058275	U+103C4B
MJ058280	U+103C4C
MJ058281	U+103C4D
MJ058283	U+103C4E
MJ058284	U+103C4F
MJ058287	U+103C50
MJ058289	U+103C51
MJ058290	U+103C52
MJ058291	U+103C53
MJ058292	U+103C54
MJ058296	U+103C55
MJ058300	U+103C56
MJ058301	U+103C57
MJ058302	U+103C58
MJ058303	U+103C59
MJ058304	U+103C5A
MJ058307	U+103C5B
MJ058308	U+103C5C
MJ058309	U+103C5D
MJ058312	U+103C5E
MJ058313	U+103C5F
MJ058314	U+103C60
MJ058315	U+103C61
MJ058319	U+103C62
MJ058320	U+103C63
MJ058322	U+103C64
MJ058323	U+103C65
MJ058324	U+103C66
MJ058325	U+103C67
MJ058326	U+103C68
MJ058327	U+103C69
MJ058330	U+103C6A
MJ058331	U+103C6B
MJ058333	U+103C6C
MJ058334	U+103C6D
MJ058335	U+103C6E
MJ058336	U+103C6F
MJ058337	U+103C70
MJ058338	U+103C71
MJ058339	U+103C72
MJ058340	U+103C73
MJ058341	U+103C74
MJ058342	U+103C75
MJ058343	U+103C76
MJ058344	U+103C77
MJ058345	U+103C78
MJ058346	U+103C79
MJ058348	U+103C7A
MJ058349	U+103C7B
MJ058350	U+103C7C
MJ058351	U+103C7D
MJ058352	U+103C7E
MJ058353	U+103C7F
MJ058354	U+103C80
MJ058355	U+103C81
MJ058356	U+103C82
MJ058357	U+103C83
MJ058358	U+103C84
MJ058359	U+103C85
MJ058360	U+103C86
MJ058361	U+103C87
MJ058362	U+103C88
MJ058365	U+103C89
MJ058370	U+103C8A
MJ058372	U+103C8B
MJ058373	U+103C8C
MJ058374	U+103C8D
MJ058375	U+103C8E
MJ058376	U+103C8F
MJ058377	U+103C90
MJ058378	U+103C91
MJ058379	U+103C92
MJ058380	U+103C93
MJ058382	U+103C94
MJ058383	U+103C95
MJ058384	U+103C96
MJ058385	U+103C97
MJ058387	U+103C98
MJ058388	U+103C99
MJ058390	U+103C9A
MJ058391	U+103C9B
MJ058394	U+103C9C
MJ058398	U+103C9D
MJ058400	U+103C9E
MJ058402	U+103C9F
MJ058403	U+103CA0
MJ058405	U+103CA1
MJ058406	U+103CA2
MJ058407	U+103CA3
MJ058408	U+103CA4
MJ058409	U+103CA5
MJ058410	U+103CA6
MJ058411	U+103CA7
MJ058412	U+103CA8
MJ058413	U+103CA9
MJ058414	U+103CAA
MJ058415	U+103CAB
MJ058416	U+103CAC
MJ058417	U+103CAD
MJ058418	U+103CAE
MJ058419	U+103CAF
MJ058420	U+103CB0
MJ058421	U+103CB1
MJ058422	U+103CB2
MJ058424	U+103CB3
MJ058425	U+103CB4
MJ058426	U+103CB5
MJ058427	U+103CB6
MJ058429	U+103CB7
MJ058430	U+103CB8
MJ058431	U+103CB9
MJ058433	U+103CBA
MJ058437	U+103CBB
MJ058438	U+103CBC
MJ058439	U+103CBD
MJ058443	U+103CBE
MJ058445	U+103CBF
MJ058446	U+103CC0
MJ058447	U+103CC1
MJ058449	U+103CC2
MJ058450	U+103CC3
MJ058451	U+103CC4
MJ058454	U+103CC5
MJ058455	U+103CC6
MJ058459	U+103CC7
MJ058460	U+103CC8
MJ058461	U+103CC9
MJ058462	U+103CCA
MJ058463	U+103CCB
MJ058464	U+103CCC
MJ058465	U+103CCD
MJ058467	U+103CCE
MJ058472	U+103CCF
MJ058476	U+103CD0
MJ058478	U+103CD1
MJ058479	U+103CD2
MJ058480	U+103CD3
MJ058481	U+103CD4
MJ058482	U+103CD5
MJ058483	U+103CD6
MJ058490	U+103CD7
MJ058491	U+103CD8
MJ058493	U+103CD9
MJ058494	U+103CDA
MJ058495	U+103CDB
MJ058496	U+103CDC
MJ058497	U+103CDD
MJ058498	U+103CDE
MJ058506	U+103CDF
MJ058507	U+103CE0
MJ058518	U+103CE1
MJ058519	U+103CE2
MJ058523	U+103CE3
MJ058526	U+103CE4
MJ058531	U+103CE5
MJ058533	U+103CE6
MJ058534	U+103CE7
MJ058538	U+103CE8
MJ058539	U+103CE9
MJ058540	U+103CEA
MJ058541	U+103CEB
MJ058545	U+103CEC
MJ058550	U+103CED
MJ058552	U+103CEE
MJ058554	U+103CEF
MJ058557	U+103CF0
MJ058559	U+103CF1
MJ058560	U+103CF2
MJ058561	U+103CF3
MJ058562	U+103CF4
MJ058563	U+103CF5
MJ058566	U+103CF6
MJ058567	U+103CF7
MJ058568	U+103CF8
MJ058569	U+103CF9
MJ058573	U+103CFA
MJ058575	U+103CFB
MJ058576	U+103CFC
MJ058577	U+103CFD
MJ058578	U+103CFE
MJ058579	U+103CFF
MJ058580	U+103D00
MJ058581	U+103D01
MJ058582	U+103D02
MJ058583	U+103D03
MJ058584	U+103D04
MJ058586	U+103D05
MJ058587	U+103D06
MJ058588	U+103D07
MJ058589	U+103D08
MJ058590	U+103D09
MJ058591	U+103D0A
MJ058592	U+103D0B
MJ058593	U+103D0C
MJ058594	U+103D0D
MJ058595	U+103D0E
MJ058596	U+103D0F
MJ058599	U+103D10
MJ058601	U+103D11
MJ058606	U+103D12
MJ058609	U+103D13
MJ058613	U+103D14
MJ058614	U+103D15
MJ058615	U+103D16
MJ058622	U+103D17
MJ058623	U+103D18
MJ058630	U+103D19
MJ058634	U+103D1A
MJ058635	U+103D1B
MJ058636	U+103D1C
MJ058641	U+103D1D
MJ058653	U+103D1E
MJ058654	U+103D1F
MJ058658	U+103D20
MJ058661	U+103D21
MJ058665	U+103D22
MJ058666	U+103D23
MJ058667	U+103D24
MJ058668	U+103D25
MJ058670	U+103D26
MJ058671	U+103D27
MJ058672	U+103D28
MJ058673	U+103D29
MJ058674	U+103D2A
MJ058675	U+103D2B
MJ058676	U+103D2C
MJ058677	U+103D2D
MJ058678	U+103D2E
MJ058679	U+103D2F
MJ058680	U+103D30
MJ058683	U+103D31
MJ058685	U+103D32
MJ058686	U+103D33
MJ058688	U+103D34
MJ058689	U+103D35
MJ058690	U+103D36
MJ058692	U+103D37
MJ058693	U+103D38
MJ058694	U+103D39
MJ058695	U+103D3A
MJ058700	U+103D3B
MJ058703	U+103D3C
MJ058704	U+103D3D
MJ058705	U+103D3E
MJ058706	U+103D3F
MJ058707	U+103D40
MJ058708	U+103D41
MJ058710	U+103D42
MJ058711	U+103D43
MJ058712	U+103D44
MJ058713	U+103D45
MJ058715	U+103D46
MJ058716	U+103D47
MJ058717	U+103D48
MJ058718	U+103D49
MJ058719	U+103D4A
MJ058722	U+103D4B
MJ058724	U+103D4C
MJ058726	U+103D4D
MJ058730	U+103D4E
MJ058731	U+103D4F
MJ058732	U+103D50
MJ058733	U+103D51
MJ058735	U+103D52
MJ058736	U+103D53
MJ058737	U+103D54
MJ058738	U+103D55
MJ058740	U+103D56
MJ058741	U+103D57
MJ058742	U+103D58
MJ058743	U+103D59
MJ058744	U+103D5A
MJ058745	U+103D5B
MJ058746	U+103D5C
MJ058749	U+103D5D
MJ058750	U+103D5E
MJ058751	U+103D5F
MJ058752	U+103D60
MJ058753	U+103D61
MJ058757	U+103D62
MJ058758	U+103D63
MJ058760	U+103D64
MJ058761	U+103D65
MJ058763	U+103D66
MJ058764	U+103D67
MJ058765	U+103D68
MJ058766	U+103D69
MJ058769	U+103D6A
MJ058770	U+103D6B
MJ058777	U+103D6C
MJ058778	U+103D6D
MJ058779	U+103D6E
MJ058780	U+103D6F
MJ058781	U+103D70
MJ058782	U+103D71
MJ058783	U+103D72
MJ058784	U+103D73
MJ058785	U+103D74
MJ058787	U+103D75
MJ058788	U+103D76
MJ058789	U+103D77
MJ058790	U+103D78
MJ058791	U+103D79
MJ058792	U+103D7A
MJ058793	U+103D7B
MJ058794	U+103D7C
MJ058795	U+103D7D
MJ058796	U+103D7E
MJ058799	U+103D7F
MJ058800	U+103D80
MJ058806	U+103D81
MJ058811	U+103D82
MJ058815	U+103D83
MJ058816	U+103D84
MJ058819	U+103D85
MJ058821	U+103D86
MJ058827	U+103D87
MJ058828	U+103D88
MJ058831	U+103D89
MJ058832	U+103D8A
MJ058833	U+103D8B
MJ058834	U+103D8C
MJ058835	U+103D8D
MJ058836	U+103D8E
MJ058837	U+103D8F
MJ058840	U+103D90
MJ058841	U+103D91
MJ058843	U+103D92
MJ058844	U+103D93
MJ058845	U+103D94
MJ058846	U+103D95
MJ058849	U+103D96
MJ058851	U+103D97
MJ058856	U+103D98
MJ058858	U+103D99
MJ058861	U+103D9A
MJ058862	U+103D9B
MJ058863	U+103D9C
MJ058864	U+103D9D
MJ058865	U+103D9E
MJ058866	U+103D9F
MJ058867	U+103DA0
MJ058868	U+103DA1
MJ058869	U+103DA2
MJ058870	U+103DA3
MJ058872	U+103DA4
MJ058873	U+103DA5
MJ058874	U+103DA6
MJ058876	U+103DA7
MJ058877	U+103DA8
MJ058878	U+103DA9
MJ058879	U+103DAA
MJ058880	U+103DAB
MJ058881	U+103DAC
MJ058882	U+103DAD
MJ058883	U+103DAE
MJ058887	U+103DAF
MJ058888	U+103DB0
MJ058890	U+103DB1
MJ058891	U+103DB2
MJ058892	U+103DB3
MJ058893	U+103DB4
MJ058905	U+103DB5
MJ058911	U+103DB6
MJ058915	U+103DB7
MJ058926	U+103DB8
MJ058927	U+103DB9
MJ058928	U+103DBA
MJ058929	U+103DBB
MJ058932	U+103DBC
MJ058945	U+103DBD
MJ058947	U+103DBE
MJ058948	U+103DBF
MJ058956	U+103DC0
MJ058958	U+103DC1
MJ058965	U+103DC2
MJ058967	U+103DC3
MJ058969	U+103DC4
MJ058970	U+103DC5
MJ058973	U+103DC6
MJ058974	U+103DC7
MJ058976	U+103DC8
MJ058977	U+103DC9
MJ058978	U+103DCA
MJ058979	U+103DCB
MJ058980	U+103DCC
MJ058981	U+103DCD
MJ058982	U+103DCE
MJ058983	U+103DCF
MJ058984	U+103DD0
MJ058985	U+103DD1
MJ058988	U+103DD2
MJ058989	U+103DD3
MJ058992	U+103DD4
MJ058994	U+103DD5
MJ058995	U+103DD6
MJ059000	U+103DD7
MJ059001	U+103DD8
MJ059002	U+103DD9
MJ059003	U+103DDA
MJ059005	U+103DDB
MJ059006	U+103DDC
MJ059007	U+103DDD
MJ059008	U+103DDE
MJ059009	U+103DDF
MJ059011	U+103DE0
MJ059013	U+103DE1
MJ059015	U+103DE2
MJ059016	U+103DE3
MJ059017	U+103DE4
MJ059018	U+103DE5
MJ059020	U+103DE6
MJ059021	U+103DE7
MJ059022	U+103DE8
MJ059024	U+103DE9
MJ059025	U+103DEA
MJ059027	U+103DEB
MJ059031	U+103DEC
MJ059032	U+103DED
MJ059035	U+103DEE
MJ059037	U+103DEF
MJ059038	U+103DF0
MJ059040	U+103DF1
MJ059041	U+103DF2
MJ059042	U+103DF3
MJ059043	U+103DF4
MJ059044	U+103DF5
MJ059047	U+103DF6
MJ059049	U+103DF7
MJ059050	U+103DF8
MJ059052	U+103DF9
MJ059053	U+103DFA
MJ059056	U+103DFB
MJ059057	U+103DFC
MJ059058	U+103DFD
MJ059059	U+103DFE
MJ059060	U+103DFF
MJ059062	U+103E00
MJ059063	U+103E01
MJ059067	U+103E02
MJ059068	U+103E03
MJ059071	U+103E04
MJ059072	U+103E05
MJ059073	U+103E06
MJ059074	U+103E07
MJ059075	U+103E08
MJ059076	U+103E09
MJ059077	U+103E0A
MJ059078	U+103E0B
MJ059079	U+103E0C
MJ059083	U+103E0D
MJ059085	U+103E0E
MJ059086	U+103E0F
MJ059087	U+103E10
MJ059088	U+103E11
MJ059089	U+103E12
MJ059093	U+103E13
MJ059095	U+103E14
MJ059099	U+103E15
MJ059106	U+103E16
MJ059108	U+103E17
MJ059120	U+103E18
MJ059126	U+103E19
MJ059127	U+103E1A
MJ059128	U+103E1B
MJ059133	U+103E1C
MJ059135	U+103E1D
MJ059142	U+103E1E
MJ059152	U+103E1F
MJ059153	U+103E20
MJ059156	U+103E21
MJ059168	U+103E22
MJ059170	U+103E23
MJ059171	U+103E24
MJ059179	U+103E25
MJ059183	U+103E26
MJ059192	U+103E27
MJ059194	U+103E28
MJ059206	U+103E29
MJ059211	U+103E2A
MJ059224	U+103E2B
MJ059240	U+103E2C
MJ059247	U+103E2D
MJ059248	U+103E2E
MJ059250	U+103E2F
MJ059251	U+103E30
MJ059252	U+103E31
MJ059253	U+103E32
MJ059254	U+103E33
MJ059255	U+103E34
MJ059256	U+103E35
MJ059257	U+103E36
MJ059258	U+103E37
MJ059259	U+103E38
MJ059260	U+103E39
MJ059261	U+103E3A
MJ059262	U+103E3B
MJ059263	U+103E3C
MJ059264	U+103E3D
MJ059265	U+103E3E
MJ059266	U+103E3F
MJ059268	U+103E40
MJ059269	U+103E41
MJ059272	U+103E42
MJ059273	U+103E43
MJ059274	U+103E44
MJ059275	U+103E45
MJ059276	U+103E46
MJ059277	U+103E47
MJ059279	U+103E48
MJ059280	U+103E49
MJ059281	U+103E4A
MJ059282	U+103E4B
MJ059284	U+103E4C
MJ059285	U+103E4D
MJ059286	U+103E4E
MJ059287	U+103E4F
MJ059288	U+103E50
MJ059289	U+103E51
MJ059290	U+103E52
MJ059291	U+103E53
MJ059293	U+103E54
MJ059294	U+103E55
MJ059295	U+103E56
MJ059296	U+103E57
MJ059297	U+103E58
MJ059298	U+103E59
MJ059299	U+103E5A
MJ059300	U+103E5B
MJ059301	U+103E5C
MJ059302	U+103E5D
MJ059303	U+103E5E
MJ059304	U+103E5F
MJ059305	U+103E60
MJ059306	U+103E61
MJ059307	U+103E62
MJ059308	U+103E63
MJ059309	U+103E64
MJ059310	U+103E65
MJ059311	U+103E66
MJ059312	U+103E67
MJ059313	U+103E68
MJ059314	U+103E69
MJ059316	U+103E6A
MJ059317	U+103E6B
MJ059318	U+103E6C
MJ059319	U+103E6D
MJ059320	U+103E6E
MJ059322	U+103E6F
MJ059323	U+103E70
MJ059324	U+103E71
MJ059325	U+103E72
MJ059326	U+103E73
MJ059328	U+103E74
MJ059329	U+103E75
MJ059330	U+103E76
MJ059331	U+103E77
MJ059332	U+103E78
MJ059333	U+103E79
MJ059334	U+103E7A
MJ059336	U+103E7B
MJ059338	U+103E7C
MJ059339	U+103E7D
MJ059340	U+103E7E
MJ059341	U+103E7F
MJ059342	U+103E80
MJ059343	U+103E81
MJ059344	U+103E82
MJ059345	U+103E83
MJ059346	U+103E84
MJ059347	U+103E85
MJ059348	U+103E86
