#
# CITPC私用文字マッピングテーブル
#
# 更新履歴
#  2015-07-21 Ver1.0
#   初版
#  2018-05-31 Ver2.0
#   MJ文字情報一覧表Ver.005.01を参照し72文字のMJ文字図形名とその暫定私用コードを追加
#   MJ文字情報一覧表Ver.005.02を参照し2文字のMJ文字図形名とその暫定私用コードを追加
#
# MJ文字図形名	暫定私用コード
MJ023272	U+102A90
MJ023273	U+102A91
MJ023278	U+102A92
MJ023279	U+102A93
MJ023283	U+102A94
MJ023284	U+102A95
MJ023285	U+102A96
MJ023286	U+102A97
MJ023294	U+102A98
MJ023296	U+102A99
MJ023297	U+102A9A
MJ023308	U+102A9B
MJ023309	U+102A9C
MJ023312	U+102A9D
MJ023313	U+102A9E
MJ023329	U+102A9F
MJ023330	U+102AA0
MJ023337	U+102AA1
MJ023338	U+102AA2
MJ023339	U+102AA3
MJ023340	U+102AA4
MJ023341	U+102AA5
MJ023342	U+102AA6
MJ023343	U+102AA7
MJ023344	U+102AA8
MJ023345	U+102AA9
MJ023346	U+102AAA
MJ023362	U+102AAB
MJ023363	U+102AAC
MJ023370	U+102AAD
MJ023371	U+102AAE
MJ023372	U+102AAF
MJ023377	U+102AB0
MJ023378	U+102AB1
MJ023380	U+102AB2
MJ023381	U+102AB3
MJ023431	U+102AB4
MJ023432	U+102AB5
MJ023435	U+102AB6
MJ023436	U+102AB7
MJ023441	U+102AB8
MJ023442	U+102AB9
MJ023444	U+102ABA
MJ023445	U+102ABB
MJ023446	U+102ABC
MJ023447	U+102ABD
MJ023448	U+102ABE
MJ023449	U+102ABF
MJ023450	U+102AC0
MJ023458	U+102AC1
MJ023459	U+102AC2
MJ023462	U+102AC3
MJ023463	U+102AC4
MJ023471	U+102AC5
MJ023472	U+102AC6
MJ023477	U+102AC7
MJ023478	U+102AC8
MJ023479	U+102AC9
MJ023480	U+102ACA
MJ023485	U+102ACB
MJ023488	U+102ACC
MJ023489	U+102ACD
MJ023490	U+102ACE
MJ023491	U+102ACF
MJ023492	U+102AD0
MJ023498	U+102AD1
MJ023499	U+102AD2
MJ023514	U+102AD3
MJ023515	U+102AD4
MJ023529	U+102AD5
MJ023530	U+102AD6
MJ023533	U+102AD7
MJ023534	U+102AD8
MJ023536	U+102AD9
MJ023537	U+102ADA
MJ023546	U+102ADB
MJ023547	U+102ADC
MJ023548	U+102ADD
MJ023554	U+102ADE
MJ023555	U+102ADF
MJ023556	U+102AE0
MJ023557	U+102AE1
MJ023559	U+102AE2
MJ023560	U+102AE3
MJ023563	U+102AE4
MJ023564	U+102AE5
MJ023566	U+102AE6
MJ023567	U+102AE7
MJ023570	U+102AE8
MJ023571	U+102AE9
MJ023572	U+102AEA
MJ023573	U+102AEB
MJ023577	U+102AEC
MJ023578	U+102AED
MJ023599	U+102AEE
MJ023600	U+102AEF
MJ023602	U+102AF0
MJ023603	U+102AF1
MJ023604	U+102AF2
MJ023608	U+102AF3
MJ023609	U+102AF4
MJ023611	U+102AF5
MJ023612	U+102AF6
MJ023618	U+102AF7
MJ023619	U+102AF8
MJ023620	U+102AF9
MJ023621	U+102AFA
MJ023646	U+102AFB
MJ023647	U+102AFC
MJ023655	U+102AFD
MJ023656	U+102AFE
MJ023664	U+102AFF
MJ023680	U+102B00
MJ023681	U+102B01
MJ023684	U+102B02
MJ023685	U+102B03
MJ023689	U+102B04
MJ023690	U+102B05
MJ023692	U+102B06
MJ023693	U+102B07
MJ023694	U+102B08
MJ023695	U+102B09
MJ023704	U+102B0A
MJ023705	U+102B0B
MJ023706	U+102B0C
MJ023707	U+102B0D
MJ023714	U+102B0E
MJ023715	U+102B0F
MJ023725	U+102B10
MJ023726	U+102B11
MJ023734	U+102B12
MJ023735	U+102B13
MJ023746	U+102B14
MJ023747	U+102B15
MJ023758	U+102B16
MJ023759	U+102B17
MJ023760	U+102B18
MJ023761	U+102B19
MJ023762	U+102B1A
MJ023763	U+102B1B
MJ023766	U+102B1C
MJ023767	U+102B1D
MJ023768	U+102B1E
MJ023769	U+102B1F
MJ023770	U+102B20
MJ023771	U+102B21
MJ023777	U+102B22
MJ023778	U+102B23
MJ023779	U+102B24
MJ023780	U+102B25
MJ023781	U+102B26
MJ023782	U+102B27
MJ023783	U+102B28
MJ023788	U+102B29
MJ023789	U+102B2A
MJ023792	U+102B2B
MJ023793	U+102B2C
MJ023797	U+102B2D
MJ023798	U+102B2E
MJ023799	U+102B2F
MJ023800	U+102B30
MJ023801	U+102B31
MJ023805	U+102B32
MJ023807	U+102B33
MJ023808	U+102B34
MJ023809	U+102B35
MJ023811	U+102B36
MJ023812	U+102B37
MJ023816	U+102B38
MJ023817	U+102B39
MJ023819	U+102B3A
MJ023820	U+102B3B
MJ023821	U+102B3C
MJ023822	U+102B3D
MJ023824	U+102B3E
MJ023825	U+102B3F
MJ023833	U+102B40
MJ023834	U+102B41
MJ023835	U+102B42
MJ023846	U+102B43
MJ023847	U+102B44
MJ023848	U+102B45
MJ023849	U+102B46
MJ023850	U+102B47
MJ023854	U+102B48
MJ023858	U+102B49
MJ023859	U+102B4A
MJ023860	U+102B4B
MJ023861	U+102B4C
MJ023862	U+102B4D
MJ023870	U+102B4E
MJ023871	U+102B4F
MJ023878	U+102B50
MJ023879	U+102B51
MJ023880	U+102B52
MJ023889	U+102B53
MJ023898	U+102B54
MJ023899	U+102B55
MJ023901	U+102B56
MJ023902	U+102B57
MJ023903	U+102B58
MJ023904	U+102B59
MJ023905	U+102B5A
MJ023929	U+102B5B
MJ023930	U+102B5C
MJ023943	U+102B5D
MJ023944	U+102B5E
MJ023948	U+102B5F
MJ023949	U+102B60
MJ023953	U+102B61
MJ023954	U+102B62
MJ023955	U+102B63
MJ023956	U+102B64
MJ023971	U+102B65
MJ023997	U+102B66
MJ023998	U+102B67
MJ024004	U+102B68
MJ024005	U+102B69
MJ024029	U+102B6A
MJ024030	U+102B6B
MJ024037	U+102B6C
MJ024038	U+102B6D
MJ024051	U+102B6E
MJ024052	U+102B6F
MJ024055	U+102B70
MJ024056	U+102B71
MJ024062	U+102B72
MJ024064	U+102B73
MJ024065	U+102B74
MJ024071	U+102B75
MJ024072	U+102B76
MJ024076	U+102B77
MJ024077	U+102B78
MJ024079	U+102B79
MJ024080	U+102B7A
MJ024089	U+102B7B
MJ024090	U+102B7C
MJ024093	U+102B7D
MJ024094	U+102B7E
MJ024095	U+102B7F
MJ024096	U+102B80
MJ024104	U+102B81
MJ024105	U+102B82
MJ024106	U+102B83
MJ024107	U+102B84
MJ024108	U+102B85
MJ024109	U+102B86
MJ024110	U+102B87
MJ024115	U+102B88
MJ024116	U+102B89
MJ024117	U+102B8A
MJ024118	U+102B8B
MJ024123	U+102B8C
MJ024124	U+102B8D
MJ024126	U+102B8E
MJ024127	U+102B8F
MJ024128	U+102B90
MJ024134	U+102B91
MJ024135	U+102B92
MJ024145	U+102B93
MJ024146	U+102B94
MJ024150	U+102B95
MJ024151	U+102B96
MJ024165	U+102B97
MJ024166	U+102B98
MJ024167	U+102B99
MJ024168	U+102B9A
MJ024173	U+102B9B
MJ024174	U+102B9C
MJ024176	U+102B9D
MJ024177	U+102B9E
MJ024178	U+102B9F
MJ024179	U+102BA0
MJ024181	U+102BA1
MJ024182	U+102BA2
MJ024188	U+102BA3
MJ024189	U+102BA4
MJ024191	U+102BA5
MJ024192	U+102BA6
MJ024193	U+102BA7
MJ024194	U+102BA8
MJ024196	U+102BA9
MJ024197	U+102BAA
MJ024200	U+102BAB
MJ024201	U+102BAC
MJ024203	U+102BAD
MJ024204	U+102BAE
MJ024206	U+102BAF
MJ024207	U+102BB0
MJ024208	U+102BB1
MJ024209	U+102BB2
MJ024210	U+102BB3
MJ024211	U+102BB4
MJ024212	U+102BB5
MJ024213	U+102BB6
MJ024214	U+102BB7
MJ024215	U+102BB8
MJ024216	U+102BB9
MJ024219	U+102BBA
MJ024220	U+102BBB
MJ024223	U+102BBC
MJ024224	U+102BBD
MJ024230	U+102BBE
MJ024246	U+102BBF
MJ024247	U+102BC0
MJ024250	U+102BC1
MJ024251	U+102BC2
MJ024257	U+102BC3
MJ024258	U+102BC4
MJ024261	U+102BC5
MJ024262	U+102BC6
MJ024266	U+102BC7
MJ024267	U+102BC8
MJ024275	U+102BC9
MJ024278	U+102BCA
MJ024279	U+102BCB
MJ024280	U+102BCC
MJ024281	U+102BCD
MJ024282	U+102BCE
MJ024283	U+102BCF
MJ024284	U+102BD0
MJ024285	U+102BD1
MJ024292	U+102BD2
MJ024293	U+102BD3
MJ024307	U+102BD4
MJ024319	U+102BD5
MJ024320	U+102BD6
MJ024340	U+102BD7
MJ024341	U+102BD8
MJ024349	U+102BD9
MJ024350	U+102BDA
MJ024357	U+102BDB
MJ024358	U+102BDC
MJ024360	U+102BDD
MJ024361	U+102BDE
MJ024363	U+102BDF
MJ024364	U+102BE0
MJ024365	U+102BE1
MJ024366	U+102BE2
MJ024368	U+102BE3
MJ024369	U+102BE4
MJ024375	U+102BE5
MJ024376	U+102BE6
MJ024399	U+102BE7
MJ024400	U+102BE8
MJ024401	U+102BE9
MJ024421	U+102BEA
MJ024422	U+102BEB
MJ024429	U+102BEC
MJ024430	U+102BED
MJ024440	U+102BEE
MJ024441	U+102BEF
MJ024445	U+102BF0
MJ024446	U+102BF1
MJ024447	U+102BF2
MJ024456	U+102BF3
MJ024457	U+102BF4
MJ024458	U+102BF5
MJ024459	U+102BF6
MJ024463	U+102BF7
MJ024464	U+102BF8
MJ024474	U+102BF9
MJ024475	U+102BFA
MJ024483	U+102BFB
MJ024484	U+102BFC
MJ024486	U+102BFD
MJ024487	U+102BFE
MJ024493	U+102BFF
MJ024494	U+102C00
MJ024502	U+102C01
MJ024503	U+102C02
MJ024504	U+102C03
MJ024510	U+102C04
MJ024511	U+102C05
MJ024517	U+102C06
MJ024518	U+102C07
MJ024522	U+102C08
MJ024523	U+102C09
MJ024524	U+102C0A
MJ024525	U+102C0B
MJ024526	U+102C0C
MJ024527	U+102C0D
MJ024530	U+102C0E
MJ024531	U+102C0F
MJ024537	U+102C10
MJ024538	U+102C11
MJ024547	U+102C12
MJ024548	U+102C13
MJ024550	U+102C14
MJ024551	U+102C15
MJ024556	U+102C16
MJ024557	U+102C17
MJ024558	U+102C18
MJ024559	U+102C19
MJ024571	U+102C1A
MJ024572	U+102C1B
MJ024574	U+102C1C
MJ024575	U+102C1D
MJ024593	U+102C1E
MJ024594	U+102C1F
MJ024595	U+102C20
MJ024598	U+102C21
MJ024599	U+102C22
MJ024603	U+102C23
MJ024604	U+102C24
MJ024607	U+102C25
MJ024608	U+102C26
MJ024610	U+102C27
MJ024611	U+102C28
MJ024619	U+102C29
MJ024620	U+102C2A
MJ024621	U+102C2B
MJ024622	U+102C2C
MJ024623	U+102C2D
MJ024626	U+102C2E
MJ024627	U+102C2F
MJ024628	U+102C30
MJ024631	U+102C31
MJ024632	U+102C32
MJ024635	U+102C33
MJ024636	U+102C34
MJ024638	U+102C35
MJ024640	U+102C36
MJ024641	U+102C37
MJ024643	U+102C38
MJ024644	U+102C39
MJ024646	U+102C3A
MJ024647	U+102C3B
MJ024648	U+102C3C
MJ024649	U+102C3D
MJ024651	U+102C3E
MJ024653	U+102C3F
MJ024654	U+102C40
MJ024655	U+102C41
MJ024661	U+102C42
MJ024662	U+102C43
MJ024663	U+102C44
MJ024664	U+102C45
MJ024665	U+102C46
MJ024666	U+102C47
MJ024669	U+102C48
MJ024670	U+102C49
MJ024679	U+102C4A
MJ024680	U+102C4B
MJ024683	U+102C4C
MJ024684	U+102C4D
MJ024686	U+102C4E
MJ024687	U+102C4F
MJ024690	U+102C50
MJ024691	U+102C51
MJ024692	U+102C52
MJ024693	U+102C53
MJ024694	U+102C54
MJ024696	U+102C55
MJ024697	U+102C56
MJ024703	U+102C57
MJ024708	U+102C58
MJ024709	U+102C59
MJ024712	U+102C5A
MJ024713	U+102C5B
MJ024714	U+102C5C
MJ024715	U+102C5D
MJ024722	U+102C5E
MJ024723	U+102C5F
MJ024727	U+102C60
MJ024728	U+102C61
MJ024730	U+102C62
MJ024731	U+102C63
MJ024736	U+102C64
MJ024737	U+102C65
MJ024740	U+102C66
MJ024741	U+102C67
MJ024742	U+102C68
MJ024745	U+102C69
MJ024746	U+102C6A
MJ024747	U+102C6B
MJ024750	U+102C6C
MJ024751	U+102C6D
MJ024758	U+102C6E
MJ024759	U+102C6F
MJ024760	U+102C70
MJ024763	U+102C71
MJ024764	U+102C72
MJ024765	U+102C73
MJ024769	U+102C74
MJ024770	U+102C75
MJ024773	U+102C76
MJ024774	U+102C77
MJ024776	U+102C78
MJ024777	U+102C79
MJ024779	U+102C7A
MJ024780	U+102C7B
MJ024782	U+102C7C
MJ024783	U+102C7D
MJ024788	U+102C7E
MJ024789	U+102C7F
MJ024795	U+102C80
MJ024796	U+102C81
MJ024799	U+102C82
MJ024800	U+102C83
MJ024801	U+102C84
MJ024802	U+102C85
MJ024803	U+102C86
MJ024806	U+102C87
MJ024811	U+102C88
MJ024812	U+102C89
MJ024815	U+102C8A
MJ024816	U+102C8B
MJ024819	U+102C8C
MJ024820	U+102C8D
MJ024830	U+102C8E
MJ024831	U+102C8F
MJ024832	U+102C90
MJ024838	U+102C91
MJ024839	U+102C92
MJ024840	U+102C93
MJ024841	U+102C94
MJ024842	U+102C95
MJ024843	U+102C96
MJ024844	U+102C97
MJ024845	U+102C98
MJ024858	U+102C99
MJ024859	U+102C9A
MJ024869	U+102C9B
MJ024870	U+102C9C
MJ024871	U+102C9D
MJ024872	U+102C9E
MJ024876	U+102C9F
MJ024877	U+102CA0
MJ024878	U+102CA1
MJ024879	U+102CA2
MJ024881	U+102CA3
MJ024882	U+102CA4
MJ024883	U+102CA5
MJ024884	U+102CA6
MJ024888	U+102CA7
MJ024889	U+102CA8
MJ024902	U+102CA9
MJ024903	U+102CAA
MJ024905	U+102CAB
MJ024906	U+102CAC
MJ024907	U+102CAD
MJ024909	U+102CAE
MJ024910	U+102CAF
MJ024912	U+102CB0
MJ024913	U+102CB1
MJ024914	U+102CB2
MJ024915	U+102CB3
MJ024922	U+102CB4
MJ024923	U+102CB5
MJ024924	U+102CB6
MJ024925	U+102CB7
MJ024926	U+102CB8
MJ024927	U+102CB9
MJ024931	U+102CBA
MJ024932	U+102CBB
MJ024936	U+102CBC
MJ024937	U+102CBD
MJ024938	U+102CBE
MJ024939	U+102CBF
MJ024940	U+102CC0
MJ024941	U+102CC1
MJ024942	U+102CC2
MJ024951	U+102CC3
MJ024952	U+102CC4
MJ024955	U+102CC5
MJ024956	U+102CC6
MJ024982	U+102CC7
MJ024983	U+102CC8
MJ024988	U+102CC9
MJ024989	U+102CCA
MJ024992	U+102CCB
MJ024993	U+102CCC
MJ024998	U+102CCD
MJ024999	U+102CCE
MJ025000	U+102CCF
MJ025007	U+102CD0
MJ025008	U+102CD1
MJ025009	U+102CD2
MJ025010	U+102CD3
MJ025013	U+102CD4
MJ025014	U+102CD5
MJ025015	U+102CD6
MJ025035	U+102CD7
MJ025037	U+102CD8
MJ025038	U+102CD9
MJ025042	U+102CDA
MJ025043	U+102CDB
MJ025046	U+102CDC
MJ025047	U+102CDD
MJ025050	U+102CDE
MJ025051	U+102CDF
MJ025052	U+102CE0
MJ025053	U+102CE1
MJ025062	U+102CE2
MJ025063	U+102CE3
MJ025087	U+102CE4
MJ025088	U+102CE5
MJ025093	U+102CE6
MJ025094	U+102CE7
MJ025102	U+102CE8
MJ025103	U+102CE9
MJ025104	U+102CEA
MJ025105	U+102CEB
MJ025106	U+102CEC
MJ025107	U+102CED
MJ025108	U+102CEE
MJ025118	U+102CEF
MJ025119	U+102CF0
MJ025122	U+102CF1
MJ025123	U+102CF2
MJ025124	U+102CF3
MJ025125	U+102CF4
MJ025126	U+102CF5
MJ025129	U+102CF6
MJ025130	U+102CF7
MJ025131	U+102CF8
MJ025132	U+102CF9
MJ025133	U+102CFA
MJ025134	U+102CFB
MJ025135	U+102CFC
MJ025136	U+102CFD
MJ025137	U+102CFE
MJ025138	U+102CFF
MJ025140	U+102D00
MJ025141	U+102D01
MJ025149	U+102D02
MJ025150	U+102D03
MJ025152	U+102D04
MJ025153	U+102D05
MJ025154	U+102D06
MJ025165	U+102D07
MJ025166	U+102D08
MJ025172	U+102D09
MJ025173	U+102D0A
MJ025174	U+102D0B
MJ025178	U+102D0C
MJ025179	U+102D0D
MJ025190	U+102D0E
MJ025191	U+102D0F
MJ025213	U+102D10
MJ025214	U+102D11
MJ025230	U+102D12
MJ025231	U+102D13
MJ025237	U+102D14
MJ025238	U+102D15
MJ025245	U+102D16
MJ025246	U+102D17
MJ025249	U+102D18
MJ025250	U+102D19
MJ025260	U+102D1A
MJ025261	U+102D1B
MJ025265	U+102D1C
MJ025266	U+102D1D
MJ025282	U+102D1E
MJ025283	U+102D1F
MJ025284	U+102D20
MJ025285	U+102D21
MJ025288	U+102D22
MJ025289	U+102D23
MJ025295	U+102D24
MJ025296	U+102D25
MJ025300	U+102D26
MJ025301	U+102D27
MJ025304	U+102D28
MJ025305	U+102D29
MJ025310	U+102D2A
MJ025311	U+102D2B
MJ025314	U+102D2C
MJ025315	U+102D2D
MJ025331	U+102D2E
MJ025332	U+102D2F
MJ025364	U+102D30
MJ025365	U+102D31
MJ025373	U+102D32
MJ025374	U+102D33
MJ025385	U+102D34
MJ025386	U+102D35
MJ025387	U+102D36
MJ025388	U+102D37
MJ025390	U+102D38
MJ025391	U+102D39
MJ025393	U+102D3A
MJ025394	U+102D3B
MJ025396	U+102D3C
MJ025397	U+102D3D
MJ025398	U+102D3E
MJ025399	U+102D3F
MJ025407	U+102D40
MJ025408	U+102D41
MJ025417	U+102D42
MJ025418	U+102D43
MJ025422	U+102D44
MJ025423	U+102D45
MJ025435	U+102D46
MJ025436	U+102D47
MJ025439	U+102D48
MJ025440	U+102D49
MJ025441	U+102D4A
MJ025442	U+102D4B
MJ025443	U+102D4C
MJ025448	U+102D4D
MJ025449	U+102D4E
MJ025461	U+102D4F
MJ025462	U+102D50
MJ025463	U+102D51
MJ025465	U+102D52
MJ025466	U+102D53
MJ025470	U+102D54
MJ025471	U+102D55
MJ025474	U+102D56
MJ025475	U+102D57
MJ025476	U+102D58
MJ025477	U+102D59
MJ025485	U+102D5A
MJ025486	U+102D5B
MJ025492	U+102D5C
MJ025493	U+102D5D
MJ025494	U+102D5E
MJ025503	U+102D5F
MJ025504	U+102D60
MJ025506	U+102D61
MJ025507	U+102D62
MJ025510	U+102D63
MJ025511	U+102D64
MJ025512	U+102D65
MJ025513	U+102D66
MJ025526	U+102D67
MJ025527	U+102D68
MJ025528	U+102D69
MJ025529	U+102D6A
MJ025531	U+102D6B
MJ025532	U+102D6C
MJ025536	U+102D6D
MJ025537	U+102D6E
MJ025538	U+102D6F
MJ025539	U+102D70
MJ025540	U+102D71
MJ025541	U+102D72
MJ025543	U+102D73
MJ025544	U+102D74
MJ025549	U+102D75
MJ025557	U+102D76
MJ025558	U+102D77
MJ025586	U+102D78
MJ025587	U+102D79
MJ025605	U+102D7A
MJ025606	U+102D7B
MJ025623	U+102D7C
MJ025624	U+102D7D
MJ025635	U+102D7E
MJ025636	U+102D7F
MJ025637	U+102D80
MJ025638	U+102D81
MJ025644	U+102D82
MJ025645	U+102D83
MJ025650	U+102D84
MJ025651	U+102D85
MJ025668	U+102D86
MJ025669	U+102D87
MJ025682	U+102D88
MJ025683	U+102D89
MJ025684	U+102D8A
MJ025692	U+102D8B
MJ025693	U+102D8C
MJ025699	U+102D8D
MJ025700	U+102D8E
MJ025702	U+102D8F
MJ025703	U+102D90
MJ025704	U+102D91
MJ025705	U+102D92
MJ025720	U+102D93
MJ025722	U+102D94
MJ025723	U+102D95
MJ025725	U+102D96
MJ025726	U+102D97
MJ025736	U+102D98
MJ025739	U+102D99
MJ025740	U+102D9A
MJ025741	U+102D9B
MJ025742	U+102D9C
MJ025743	U+102D9D
MJ025747	U+102D9E
MJ025748	U+102D9F
MJ025753	U+102DA0
MJ025754	U+102DA1
MJ025755	U+102DA2
MJ025758	U+102DA3
MJ025759	U+102DA4
MJ025760	U+102DA5
MJ025761	U+102DA6
MJ025762	U+102DA7
MJ025763	U+102DA8
MJ025765	U+102DA9
MJ025766	U+102DAA
MJ025767	U+102DAB
MJ025768	U+102DAC
MJ025772	U+102DAD
MJ025773	U+102DAE
MJ025774	U+102DAF
MJ025775	U+102DB0
MJ025776	U+102DB1
MJ025777	U+102DB2
MJ025778	U+102DB3
MJ025779	U+102DB4
MJ025780	U+102DB5
MJ025781	U+102DB6
MJ025782	U+102DB7
MJ025786	U+102DB8
MJ025787	U+102DB9
MJ025788	U+102DBA
MJ025789	U+102DBB
MJ025791	U+102DBC
MJ025792	U+102DBD
MJ025793	U+102DBE
MJ025794	U+102DBF
MJ025798	U+102DC0
MJ025799	U+102DC1
MJ025800	U+102DC2
MJ025801	U+102DC3
MJ025802	U+102DC4
MJ025803	U+102DC5
MJ025804	U+102DC6
MJ025805	U+102DC7
MJ025806	U+102DC8
MJ025807	U+102DC9
MJ025808	U+102DCA
MJ025812	U+102DCB
MJ025813	U+102DCC
MJ025817	U+102DCD
MJ025818	U+102DCE
MJ025819	U+102DCF
MJ025820	U+102DD0
MJ025821	U+102DD1
MJ025822	U+102DD2
MJ025823	U+102DD3
MJ025824	U+102DD4
MJ025825	U+102DD5
MJ025826	U+102DD6
MJ025827	U+102DD7
MJ025828	U+102DD8
MJ025829	U+102DD9
MJ025830	U+102DDA
MJ025833	U+102DDB
MJ025834	U+102DDC
MJ025835	U+102DDD
MJ025836	U+102DDE
MJ025837	U+102DDF
MJ025838	U+102DE0
MJ025839	U+102DE1
MJ025840	U+102DE2
MJ025841	U+102DE3
MJ025842	U+102DE4
MJ025843	U+102DE5
MJ025844	U+102DE6
MJ025845	U+102DE7
MJ025846	U+102DE8
MJ025847	U+102DE9
MJ025848	U+102DEA
MJ025849	U+102DEB
MJ025850	U+102DEC
MJ025851	U+102DED
MJ025852	U+102DEE
MJ025853	U+102DEF
MJ025854	U+102DF0
MJ025856	U+102DF1
MJ025857	U+102DF2
MJ025858	U+102DF3
MJ025859	U+102DF4
MJ025861	U+102DF5
MJ025862	U+102DF6
MJ025863	U+102DF7
MJ025864	U+102DF8
MJ025865	U+102DF9
MJ025866	U+102DFA
MJ025867	U+102DFB
MJ025868	U+102DFC
MJ025869	U+102DFD
MJ025870	U+102DFE
MJ025871	U+102DFF
MJ025872	U+102E00
MJ025874	U+102E01
MJ025875	U+102E02
MJ025876	U+102E03
MJ025877	U+102E04
MJ025878	U+102E05
MJ025879	U+102E06
MJ025880	U+102E07
MJ025881	U+102E08
MJ025882	U+102E09
MJ025883	U+102E0A
MJ025884	U+102E0B
MJ025885	U+102E0C
MJ025886	U+102E0D
MJ025887	U+102E0E
MJ025888	U+102E0F
MJ025889	U+102E10
MJ025890	U+102E11
MJ025891	U+102E12
MJ025892	U+102E13
MJ025894	U+102E14
MJ025895	U+102E15
MJ025897	U+102E16
MJ025898	U+102E17
MJ025899	U+102E18
MJ025900	U+102E19
MJ025901	U+102E1A
MJ025902	U+102E1B
MJ025903	U+102E1C
MJ025904	U+102E1D
MJ025905	U+102E1E
MJ025906	U+102E1F
MJ025907	U+102E20
MJ025908	U+102E21
MJ025909	U+102E22
MJ025910	U+102E23
MJ025911	U+102E24
MJ025912	U+102E25
MJ025913	U+102E26
MJ025914	U+102E27
MJ025915	U+102E28
MJ025917	U+102E29
MJ025918	U+102E2A
MJ025919	U+102E2B
MJ025920	U+102E2C
MJ025921	U+102E2D
MJ025922	U+102E2E
MJ025923	U+102E2F
MJ025924	U+102E30
MJ025925	U+102E31
MJ025926	U+102E32
MJ025927	U+102E33
MJ025928	U+102E34
MJ025929	U+102E35
MJ025930	U+102E36
MJ025931	U+102E37
MJ025932	U+102E38
MJ025933	U+102E39
MJ025934	U+102E3A
MJ025935	U+102E3B
MJ025937	U+102E3C
MJ025938	U+102E3D
MJ025939	U+102E3E
MJ025940	U+102E3F
MJ025941	U+102E40
MJ025942	U+102E41
MJ025944	U+102E42
MJ025945	U+102E43
MJ025946	U+102E44
MJ025947	U+102E45
MJ025949	U+102E46
MJ025950	U+102E47
MJ025951	U+102E48
MJ025952	U+102E49
MJ025953	U+102E4A
MJ025954	U+102E4B
MJ025955	U+102E4C
MJ025956	U+102E4D
MJ025958	U+102E4E
MJ025959	U+102E4F
MJ025960	U+102E50
MJ025961	U+102E51
MJ025962	U+102E52
MJ025963	U+102E53
MJ025964	U+102E54
MJ025965	U+102E55
MJ025966	U+102E56
MJ025967	U+102E57
MJ025968	U+102E58
MJ025969	U+102E59
MJ025970	U+102E5A
MJ025971	U+102E5B
MJ025972	U+102E5C
MJ025973	U+102E5D
MJ025974	U+102E5E
MJ025975	U+102E5F
MJ025977	U+102E60
MJ025978	U+102E61
MJ025979	U+102E62
MJ025980	U+102E63
MJ025982	U+102E64
MJ025983	U+102E65
MJ025984	U+102E66
MJ025985	U+102E67
MJ025986	U+102E68
MJ025989	U+102E69
MJ025990	U+102E6A
MJ025991	U+102E6B
MJ025992	U+102E6C
MJ025993	U+102E6D
MJ025994	U+102E6E
MJ025995	U+102E6F
MJ025996	U+102E70
MJ025998	U+102E71
MJ025999	U+102E72
MJ026000	U+102E73
MJ026001	U+102E74
MJ026002	U+102E75
MJ026003	U+102E76
MJ026005	U+102E77
MJ026006	U+102E78
MJ026007	U+102E79
MJ026008	U+102E7A
MJ026009	U+102E7B
MJ026010	U+102E7C
MJ026011	U+102E7D
MJ026012	U+102E7E
MJ026013	U+102E7F
MJ026014	U+102E80
MJ026015	U+102E81
MJ026016	U+102E82
MJ026017	U+102E83
MJ026018	U+102E84
MJ026021	U+102E85
MJ026022	U+102E86
MJ026023	U+102E87
MJ026024	U+102E88
MJ026026	U+102E89
MJ026027	U+102E8A
MJ026028	U+102E8B
MJ026030	U+102E8C
MJ026031	U+102E8D
MJ026032	U+102E8E
MJ026033	U+102E8F
MJ026034	U+102E90
MJ026035	U+102E91
MJ026036	U+102E92
MJ026037	U+102E93
MJ026038	U+102E94
MJ026039	U+102E95
MJ026040	U+102E96
MJ026041	U+102E97
MJ026042	U+102E98
MJ026043	U+102E99
MJ026044	U+102E9A
MJ026045	U+102E9B
MJ026046	U+102E9C
MJ026047	U+102E9D
MJ026048	U+102E9E
MJ026049	U+102E9F
MJ026050	U+102EA0
MJ026051	U+102EA1
MJ026052	U+102EA2
MJ026053	U+102EA3
MJ026054	U+102EA4
MJ026055	U+102EA5
MJ026056	U+102EA6
MJ026057	U+102EA7
MJ026058	U+102EA8
MJ026059	U+102EA9
MJ026060	U+102EAA
MJ026061	U+102EAB
MJ026062	U+102EAC
MJ026063	U+102EAD
MJ026064	U+102EAE
MJ026065	U+102EAF
MJ026066	U+102EB0
MJ026067	U+102EB1
MJ026068	U+102EB2
MJ026069	U+102EB3
MJ026070	U+102EB4
MJ026071	U+102EB5
MJ026072	U+102EB6
MJ026073	U+102EB7
MJ026074	U+102EB8
MJ026076	U+102EB9
MJ026077	U+102EBA
MJ026078	U+102EBB
MJ026079	U+102EBC
MJ026080	U+102EBD
MJ026081	U+102EBE
MJ026082	U+102EBF
MJ026083	U+102EC0
MJ026084	U+102EC1
MJ026085	U+102EC2
MJ026086	U+102EC3
MJ026087	U+102EC4
MJ026088	U+102EC5
MJ026089	U+102EC6
MJ026090	U+102EC7
MJ026091	U+102EC8
MJ026092	U+102EC9
MJ026093	U+102ECA
MJ026094	U+102ECB
MJ026095	U+102ECC
MJ026096	U+102ECD
MJ026097	U+102ECE
MJ026098	U+102ECF
MJ026099	U+102ED0
MJ026100	U+102ED1
MJ026101	U+102ED2
MJ026102	U+102ED3
MJ026103	U+102ED4
MJ026104	U+102ED5
